listing_id,nights_booked,payment_method,amount,booking_date
13160800,14,coupon,686,2018-02-21
13164723,10,bank_transfer,450,2018-04-06
13167689,15,coupon,525,2020-04-12
13178758,36,gift_card,2844,2019-04-16
13179993,99,credit_card,9900,2016-06-04
13180619,10,gift_card,830,2020-03-16
13182999,70,bank_transfer,5530,2021-05-16
13186718,11,credit_card,451,2021-09-25
13188485,4,gift_card,124,2021-01-01
13191620,10,gift_card,530,2018-12-02
13194818,7,bank_transfer,350,2018-08-17
13197119,10,bank_transfer,1410,2021-08-17
13200588,6,bank_transfer,780,2019-03-23
13206007,8,credit_card,504,2020-12-04
13207350,8,credit_card,344,2018-11-24
13213714,5,coupon,600,2021-12-15
13215295,12,credit_card,420,2017-08-24
13216200,11,credit_card,1958,2017-06-02
13218631,6,coupon,192,2018-09-15
13219230,64,coupon,2048,2016-12-05
13227827,5,bank_transfer,100,2021-12-06
13229967,11,gift_card,330,2017-09-29
13231272,11,gift_card,275,2021-04-08
13231316,10,credit_card,180,2020-08-16
13231476,9,coupon,315,2020-08-03
13235809,8,gift_card,200,2018-09-14
13237539,98,gift_card,2842,2020-04-16
13242488,99,gift_card,15840,2020-04-03
13243503,13,coupon,507,2020-09-19
13244834,9,gift_card,396,2021-09-24
13252623,8,gift_card,136,2018-12-18
13254923,10,credit_card,1990,2017-03-30
13255464,11,gift_card,660,2019-09-15
13256017,35,gift_card,1575,2021-08-29
13258971,6,bank_transfer,1074,2020-12-26
13259790,33,gift_card,1056,2021-12-04
13262404,12,credit_card,360,2017-10-09
13269000,13,coupon,390,2016-05-31
13269251,12,gift_card,780,2019-10-03
13269263,11,gift_card,110,2016-10-23
13269700,16,bank_transfer,272,2016-06-24
13271837,12,bank_transfer,1560,2018-05-31
13272210,9,bank_transfer,126,2020-12-04
13272232,6,coupon,180,2021-09-24
13276162,10,gift_card,820,2018-11-16
13276234,11,credit_card,495,2017-08-28
13277599,6,bank_transfer,270,2021-10-30
13280960,14,coupon,980,2021-10-23
13284344,9,coupon,756,2019-09-21
13289691,12,bank_transfer,420,2016-08-18
13289806,14,gift_card,840,2019-03-25
13295626,9,gift_card,252,2019-03-19
13297656,13,credit_card,832,2020-01-30
13304560,16,credit_card,432,2019-02-22
13304754,10,gift_card,500,2016-11-15
13304880,7,coupon,273,2021-12-16
13306131,65,bank_transfer,4225,2017-09-10
13307567,8,credit_card,1280,2019-05-24
13309875,11,gift_card,715,2019-04-03
13312710,10,gift_card,750,2017-05-01
13320037,8,coupon,1984,2018-07-26
13325827,8,coupon,128,2021-01-19
13331342,14,credit_card,2786,2017-09-02
13332132,19,gift_card,589,2019-10-11
13336061,11,coupon,935,2020-11-17
13337532,5,bank_transfer,155,2020-10-12
13340349,15,gift_card,315,2021-12-26
13343797,7,credit_card,343,2021-09-13
13351032,9,credit_card,450,2021-05-05
13356433,12,bank_transfer,1140,2018-04-13
13358868,7,bank_transfer,168,2020-10-13
13359185,11,gift_card,275,2018-08-22
13359779,9,coupon,720,2021-12-09
13364129,12,gift_card,1092,2021-09-16
13365300,12,gift_card,900,2017-01-21
13366033,10,credit_card,510,2018-03-13
13366105,11,credit_card,99,2016-06-14
13367073,189,coupon,5670,2019-06-16
13369070,10,gift_card,590,2020-05-12
13384346,23,gift_card,621,2018-12-11
13384823,11,coupon,660,2021-07-05
13388400,25,credit_card,1500,2020-03-20
13390171,11,credit_card,275,2017-07-05
13400571,11,coupon,748,2017-08-27
13401188,5,coupon,375,2020-08-08
13407545,6,coupon,168,2017-08-03
13412468,10,coupon,620,2021-01-02
13414022,13,credit_card,377,2021-11-29
13415633,13,credit_card,1170,2020-05-01
13420328,7,credit_card,210,2019-05-27
13421955,100,coupon,4200,2020-04-06
13423281,10,gift_card,550,2018-08-09
13423763,7,coupon,245,2019-09-22
13439072,13,credit_card,1300,2021-02-28
13439830,9,credit_card,405,2019-08-26
13444050,7,credit_card,385,2020-04-13
13444615,9,gift_card,315,2017-05-23
13448959,14,coupon,1526,2019-08-12
13454825,15,bank_transfer,450,2017-03-27
13457517,9,bank_transfer,360,2017-08-19
13461837,14,bank_transfer,266,2021-02-14
13462064,10,credit_card,400,2019-10-26
13468786,9,gift_card,900,2021-10-28
13469199,11,credit_card,1089,2021-07-08
13469593,8,gift_card,2040,2021-03-20
13476470,10,coupon,2000,2019-10-11
13482070,7,bank_transfer,1470,2019-10-23
13486922,19,bank_transfer,1273,2020-06-01
13488260,11,coupon,286,2018-03-24
13489386,8,coupon,200,2016-11-05
13499720,9,bank_transfer,900,2018-07-02
13499862,14,gift_card,1540,2018-11-13
13500127,10,bank_transfer,290,2021-09-08
13500787,6,gift_card,180,2017-10-02
13501425,8,coupon,232,2021-10-29
13504210,10,gift_card,250,2021-03-04
13506011,6,bank_transfer,180,2020-12-30
13506297,13,bank_transfer,507,2017-12-16
13507504,7,bank_transfer,658,2020-11-13
13507803,7,bank_transfer,210,2021-07-30
13508386,12,credit_card,1272,2021-11-29
13511130,10,bank_transfer,2400,2019-01-21
13516004,17,gift_card,4590,2017-03-17
13516569,8,gift_card,1392,2019-10-19
13517557,9,gift_card,3717,2021-12-29
13521631,9,bank_transfer,531,2018-11-23
13522714,12,gift_card,480,2017-08-08
13522765,13,bank_transfer,325,2019-03-24
13528638,16,bank_transfer,400,2021-11-24
13529726,12,coupon,1440,2019-07-18
13529739,11,coupon,528,2019-06-14
13537098,13,gift_card,260,2021-11-09
13542344,16,gift_card,480,2016-10-15
13554198,11,credit_card,561,2019-12-27
13555439,12,coupon,360,2021-07-09
13570229,9,bank_transfer,2295,2021-05-30
13570553,10,bank_transfer,750,2018-12-11
13574153,11,gift_card,550,2018-05-30
13575848,6,bank_transfer,234,2017-12-15
13576534,7,gift_card,1470,2020-06-13
13581794,13,credit_card,780,2019-12-07
13582166,9,gift_card,2160,2019-05-15
13582197,12,gift_card,780,2021-12-12
13583119,13,gift_card,494,2021-03-19
13585558,4,bank_transfer,140,2017-02-18
13585638,10,credit_card,350,2021-10-23
13587081,11,credit_card,759,2018-11-05
13593507,12,credit_card,4116,2018-10-16
13593823,9,credit_card,531,2020-12-29
13594449,17,bank_transfer,850,2021-12-19
13595741,8,credit_card,96,2021-12-08
13595798,12,credit_card,180,2021-10-06
13597592,4,credit_card,100,2017-12-15
13601845,12,coupon,840,2017-04-10
13602242,5,bank_transfer,425,2017-07-19
13611259,15,bank_transfer,375,2019-08-03
13612707,12,bank_transfer,1440,2020-06-09
13618121,13,gift_card,2457,2018-08-31
13630379,5,gift_card,45,2021-12-19
13640248,11,gift_card,649,2017-10-09
13647124,23,coupon,690,2021-10-13
13647698,5,gift_card,125,2018-09-25
13648303,6,gift_card,66,2018-12-09
13651040,15,coupon,2520,2018-10-29
13654880,9,bank_transfer,1881,2016-12-04
13661744,9,coupon,765,2017-04-01
13662438,13,bank_transfer,1560,2021-12-18
13663197,14,coupon,2352,2018-06-07
13666450,7,coupon,3185,2021-01-16
13666457,9,coupon,819,2019-12-20
13666992,11,bank_transfer,495,2020-09-17
13667915,99,coupon,6435,2021-05-30
13668880,103,coupon,6077,2018-04-12
13669087,103,coupon,10300,2019-09-20
13669202,102,credit_card,7242,2018-09-07
13670290,35,credit_card,2170,2020-08-15
13672096,11,bank_transfer,341,2018-03-23
13672790,12,coupon,780,2019-01-24
13677036,12,coupon,1080,2021-12-13
13681045,6,credit_card,210,2021-06-16
13685563,11,bank_transfer,462,2021-04-08
13686332,21,credit_card,420,2021-10-28
13690473,12,credit_card,480,2019-11-23
13692216,5,coupon,260,2021-11-19
13693009,9,gift_card,513,2017-07-06
13694187,9,credit_card,180,2021-11-27
13696347,12,bank_transfer,3120,2019-11-28
13697965,19,credit_card,798,2021-05-13
13698403,11,gift_card,1463,2019-06-15
13702615,13,credit_card,221,2017-04-01
13704364,12,credit_card,396,2018-05-04
13704730,7,bank_transfer,175,2017-09-16
13706588,6,credit_card,366,2020-09-18
13706958,6,credit_card,780,2021-09-16
13711603,9,credit_card,891,2021-08-05
13717143,7,credit_card,1050,2020-07-21
13719408,6,gift_card,150,2020-07-23
13719880,13,gift_card,767,2016-12-09
13720685,6,credit_card,240,2018-09-27
13728127,9,gift_card,1890,2020-12-15
13728898,7,bank_transfer,280,2017-03-28
13730322,5,credit_card,130,2018-01-15
13736728,6,bank_transfer,114,2021-04-27
13737022,7,gift_card,154,2021-12-17
13737670,9,gift_card,243,2019-02-16
13738474,9,gift_card,1215,2021-12-30
13739412,10,bank_transfer,550,2021-05-13
13739449,15,credit_card,2595,2017-10-29
13742468,7,gift_card,336,2017-04-01
13742851,109,coupon,3270,2021-12-31
13742979,7,coupon,553,2019-11-10
13744671,10,bank_transfer,300,2019-11-28
13746351,9,credit_card,261,2020-07-23
13746394,12,gift_card,1428,2019-09-01
13748010,12,credit_card,300,2021-11-15
13749061,10,gift_card,950,2018-04-03
13749552,7,credit_card,140,2017-12-07
13754511,7,credit_card,490,2020-12-09
13755615,13,bank_transfer,1430,2017-10-29
13760252,6,coupon,300,2020-05-01
13760375,14,gift_card,1736,2020-12-23
13761071,8,gift_card,928,2016-11-01
13763834,8,coupon,280,2021-08-19
13764166,10,coupon,300,2021-11-16
13766175,9,bank_transfer,1890,2021-08-03
13766598,14,bank_transfer,6510,2020-08-14
13767734,12,gift_card,1032,2020-05-31
13773041,7,bank_transfer,126,2016-06-29
13774704,8,gift_card,144,2021-06-05
13775127,6,coupon,300,2020-11-05
13778295,6,bank_transfer,186,2019-10-02
13779541,10,credit_card,550,2017-05-29
13780760,5,credit_card,325,2018-02-09
13781440,12,coupon,300,2021-06-27
13786553,9,gift_card,540,2020-01-19
13787199,9,gift_card,306,2019-08-13
13791088,6,bank_transfer,600,2021-12-21
13791138,10,bank_transfer,600,2021-11-19
13791452,7,bank_transfer,210,2019-05-28
13791583,5,gift_card,305,2021-12-27
13791895,8,coupon,216,2021-12-27
13792040,13,bank_transfer,520,2017-10-23
13794194,5,gift_card,285,2021-03-16
13794831,8,gift_card,568,2021-03-13
13795235,12,coupon,276,2018-02-15
13796638,12,coupon,180,2021-04-17
13798286,7,bank_transfer,308,2021-03-02
13798726,7,credit_card,420,2020-09-26
13804335,10,credit_card,1200,2018-09-11
13812048,11,credit_card,1210,2017-12-01
13812209,8,gift_card,624,2019-09-06
13812886,5,coupon,125,2021-12-20
13838372,8,gift_card,704,2016-08-13
13838662,13,bank_transfer,1534,2017-03-01
13842264,7,coupon,280,2019-02-18
13843229,12,credit_card,960,2020-11-14
13845137,10,credit_card,500,2019-02-18
13852687,10,bank_transfer,280,2017-11-30
13868134,9,bank_transfer,5148,2017-07-17
13869282,4,coupon,320,2021-12-06
13869872,9,bank_transfer,351,2021-11-14
13870364,13,gift_card,390,2019-02-08
13870457,9,gift_card,369,2019-12-22
13870932,11,bank_transfer,418,2021-11-06
13871073,9,bank_transfer,180,2018-10-17
13872278,9,gift_card,900,2017-04-04
13873710,10,gift_card,690,2020-11-27
13876169,10,bank_transfer,900,2020-09-27
13877081,9,coupon,1170,2017-06-14
13877480,9,coupon,225,2021-12-20
13877487,10,bank_transfer,3990,2021-11-21
13877775,12,gift_card,480,2018-07-02
13878558,7,credit_card,245,2020-04-27
13879992,35,gift_card,1925,2021-12-10
13880858,19,credit_card,532,2017-09-29
13880894,12,credit_card,240,2021-12-06
13883340,34,coupon,1428,2021-06-13
13886041,23,coupon,2001,2019-08-07
13887432,7,credit_card,175,2018-05-16
13893621,6,gift_card,858,2019-12-22
13897245,12,coupon,792,2018-09-20
13897718,11,credit_card,869,2019-01-29
13902122,7,credit_card,168,2021-07-01
13903254,13,coupon,780,2018-12-03
13907601,12,bank_transfer,324,2021-06-10
13907817,6,bank_transfer,270,2020-03-30
13909255,11,bank_transfer,715,2016-10-18
13909869,95,gift_card,3325,2020-05-19
13910233,14,gift_card,980,2017-03-21
13911706,7,coupon,266,2017-06-18
13918467,143,gift_card,2860,2021-10-31
13920808,14,credit_card,644,2021-12-08
13926199,6,bank_transfer,480,2016-12-06
13926919,8,credit_card,464,2021-03-08
13930669,6,coupon,1050,2019-10-26
13931031,10,coupon,1800,2020-10-11
13934195,15,credit_card,2550,2021-12-09
13938392,5,bank_transfer,125,2018-02-14
13938779,6,gift_card,120,2020-01-22
13940806,14,bank_transfer,392,2021-08-23
13946722,5,bank_transfer,150,2016-12-28
13948004,66,coupon,2772,2020-11-22
13949401,10,coupon,320,2016-09-25
13951102,9,coupon,540,2020-03-25
13951597,8,bank_transfer,144,2021-10-30
13952911,7,coupon,189,2020-09-04
13953844,13,bank_transfer,585,2018-01-11
13955279,12,credit_card,228,2020-12-01
13956428,5,gift_card,100,2021-08-10
13956704,6,bank_transfer,354,2021-12-02
13957515,29,coupon,1160,2021-11-20
14199637,8,bank_transfer,200,2017-06-27
14200405,13,bank_transfer,169,2019-05-25
14200671,8,gift_card,280,2020-06-06
14201780,17,credit_card,3400,2019-03-07
14208369,9,credit_card,405,2017-07-22
14208635,11,bank_transfer,176,2020-08-08
14209888,10,gift_card,360,2020-12-23
14211497,8,credit_card,600,2021-11-28
14218009,13,gift_card,910,2018-04-03
14218434,8,gift_card,680,2018-01-03
14218762,11,credit_card,253,2020-08-16
14224823,5,gift_card,55,2021-10-28
14226951,16,credit_card,352,2019-01-12
14227649,66,credit_card,3234,2020-06-17
14227880,10,gift_card,240,2017-06-08
14228442,15,credit_card,1245,2020-10-24
14232817,8,bank_transfer,240,2021-12-20
14233133,9,credit_card,180,2019-07-21
14233505,35,gift_card,1400,2017-01-06
14234531,7,coupon,315,2020-06-17
14234601,8,gift_card,416,2020-09-22
14242851,12,bank_transfer,348,2018-01-18
14242909,15,gift_card,240,2021-11-21
14243394,10,gift_card,700,2018-07-11
14244735,9,coupon,270,2019-06-26
14251744,6,credit_card,378,2021-11-13
14252239,12,credit_card,468,2019-03-12
14257187,6,coupon,348,2016-10-03
14257495,10,credit_card,490,2019-07-02
14259993,8,bank_transfer,240,2018-08-29
14260987,10,gift_card,400,2021-10-30
14264645,8,bank_transfer,480,2016-09-21
14271993,12,coupon,480,2019-07-09
14285959,9,bank_transfer,315,2020-03-20
14287714,6,coupon,252,2017-11-02
14288423,11,bank_transfer,539,2019-03-19
14289217,6,credit_card,132,2017-11-14
14298327,9,bank_transfer,180,2021-03-11
14298906,5,gift_card,200,2021-11-22
14306417,13,gift_card,715,2020-03-19
14306853,11,coupon,440,2017-05-02
14307948,7,gift_card,350,2017-01-02
14309900,38,bank_transfer,2622,2019-11-18
14311547,10,gift_card,620,2018-06-27
14312400,6,coupon,210,2019-05-12
14312606,63,gift_card,4347,2020-02-01
14312610,10,bank_transfer,450,2019-03-25
14314574,9,gift_card,2448,2017-10-18
14315409,12,gift_card,600,2020-11-08
14318884,9,coupon,450,2020-02-18
14318952,12,coupon,468,2016-10-08
14327015,6,coupon,1500,2020-02-10
14327681,13,gift_card,377,2017-03-07
14555185,18,bank_transfer,1044,2021-11-16
14558571,8,gift_card,408,2019-04-17
14558847,8,coupon,312,2019-06-25
14558917,15,coupon,1260,2017-03-31
14559781,24,coupon,2040,2020-08-23
14560077,11,bank_transfer,264,2021-02-04
14563680,12,coupon,300,2019-08-09
14583851,12,bank_transfer,720,2021-07-24
14584656,9,bank_transfer,198,2017-07-10
14588206,6,gift_card,1314,2019-06-20
14588237,10,bank_transfer,290,2021-05-02
14589378,12,gift_card,1476,2017-03-28
14590562,9,gift_card,270,2020-05-20
14593498,14,coupon,448,2020-12-10
14604091,15,gift_card,375,2021-01-17
14604795,97,gift_card,3589,2021-02-20
14607087,69,bank_transfer,3450,2017-09-25
14607904,96,credit_card,4800,2018-10-29
14607908,4,bank_transfer,160,2019-03-05
14608538,10,gift_card,400,2020-12-11
14618013,96,coupon,12384,2019-11-15
14619287,13,bank_transfer,1560,2021-06-23
14619469,12,coupon,660,2021-04-28
14645620,14,credit_card,2730,2021-11-29
14648520,8,coupon,304,2018-01-04
14648612,8,credit_card,552,2020-03-23
14649703,8,bank_transfer,1160,2019-04-30
14658720,10,credit_card,300,2019-07-30
14661144,12,credit_card,480,2020-07-18
14664026,4,gift_card,280,2018-07-16
14665613,10,bank_transfer,990,2019-08-24
14667530,9,coupon,900,2019-09-26
14669031,11,coupon,715,2021-03-13
14669503,7,gift_card,343,2019-10-06
14678534,20,credit_card,400,2020-07-18
14702867,5,credit_card,550,2020-11-02
14703298,19,coupon,399,2021-04-27
14703479,6,coupon,1896,2021-08-01
14705308,6,credit_card,270,2018-09-02
14707407,68,gift_card,6052,2019-11-14
14712312,12,gift_card,300,2018-07-04
14720159,36,gift_card,2160,2019-04-18
14720718,12,gift_card,396,2017-09-01
14721647,6,gift_card,150,2021-05-04
14722254,8,credit_card,400,2019-05-07
14722979,7,bank_transfer,210,2018-08-30
14728469,13,gift_card,676,2018-05-12
14742206,35,bank_transfer,1120,2017-10-19
14746252,8,coupon,2088,2018-10-11
14755968,13,coupon,442,2018-10-08
14758161,7,bank_transfer,938,2017-07-21
14768867,14,gift_card,658,2016-10-29
14778401,68,gift_card,2176,2021-12-16
13958168,7,coupon,210,2017-08-04
13964786,13,gift_card,520,2018-04-30
13967235,39,bank_transfer,3861,2017-10-05
13967913,9,credit_card,405,2018-10-10
13970007,9,gift_card,216,2021-10-16
13971796,17,credit_card,935,2019-01-01
13974134,11,credit_card,352,2021-11-12
13975116,10,gift_card,890,2020-05-25
13984283,8,credit_card,176,2020-09-23
13985642,8,coupon,1112,2018-11-25
13987234,7,credit_card,315,2018-03-31
13991862,26,bank_transfer,650,2021-06-15
13992102,11,gift_card,550,2021-12-16
13993559,99,bank_transfer,4455,2019-01-28
13994116,16,gift_card,1472,2019-10-08
13994963,5,bank_transfer,325,2017-12-22
13999478,11,credit_card,726,2020-04-24
14003163,5,credit_card,170,2019-09-26
14003724,8,gift_card,376,2021-12-26
14005082,11,bank_transfer,594,2021-11-26
14006084,8,gift_card,240,2021-03-09
14007310,10,bank_transfer,130,2021-11-25
14009998,12,credit_card,324,2021-11-21
14010313,7,gift_card,770,2018-05-24
14010515,8,gift_card,680,2021-12-12
14010816,9,credit_card,540,2017-10-10
14015930,35,gift_card,1330,2021-12-30
14017708,8,gift_card,520,2017-01-18
14023233,7,bank_transfer,175,2018-10-05
14023450,16,credit_card,368,2019-07-06
14025224,7,bank_transfer,175,2020-06-09
14025422,10,coupon,1540,2017-06-02
14032171,24,gift_card,792,2020-02-26
14034460,5,gift_card,250,2016-10-25
14035368,11,bank_transfer,715,2018-11-06
14038317,6,coupon,336,2018-08-01
14038647,4,bank_transfer,180,2018-01-14
14039547,17,gift_card,646,2017-11-03
14042636,24,coupon,312,2021-11-17
14044196,19,coupon,380,2021-11-30
14047818,11,credit_card,242,2021-04-15
14051026,7,coupon,182,2017-02-11
14052242,9,credit_card,351,2020-07-23
14052781,11,credit_card,1210,2018-06-30
14053917,11,coupon,924,2021-05-27
14054980,11,bank_transfer,396,2021-03-02
14056597,11,bank_transfer,979,2020-09-23
14061200,12,credit_card,1140,2019-08-25
14061997,7,bank_transfer,210,2018-09-02
14063116,7,bank_transfer,280,2021-12-14
14066866,11,credit_card,275,2021-12-21
14071962,10,credit_card,250,2018-01-28
14073167,9,coupon,360,2017-07-30
14332936,11,bank_transfer,869,2016-12-10
14333404,10,bank_transfer,250,2021-11-14
14333714,9,gift_card,2259,2016-09-09
14335678,4,gift_card,1000,2020-02-05
14338594,11,coupon,495,2018-07-06
14353707,16,bank_transfer,464,2021-01-07
14355328,6,bank_transfer,150,2019-01-14
14362551,14,gift_card,308,2019-07-07
14363095,6,credit_card,240,2021-12-06
14366788,10,coupon,320,2019-01-11
14366842,12,credit_card,540,2020-04-29
14368620,13,bank_transfer,1755,2018-09-16
14380505,11,credit_card,495,2020-12-09
14381251,12,credit_card,2328,2018-07-22
14386732,11,bank_transfer,484,2018-08-21
14393573,14,credit_card,350,2019-02-02
14396012,18,credit_card,954,2021-11-29
14397637,9,credit_card,1521,2021-08-12
14400884,13,gift_card,611,2016-10-23
14403214,10,coupon,450,2018-02-09
14408793,8,bank_transfer,552,2021-02-05
14410819,12,coupon,288,2017-11-15
14411291,4,gift_card,340,2020-04-07
14411608,13,coupon,520,2019-09-01
14411901,8,gift_card,472,2016-12-25
14415264,38,coupon,760,2018-10-30
14424087,11,credit_card,1210,2017-04-06
14424131,9,bank_transfer,423,2021-03-09
14434676,10,gift_card,700,2021-05-20
14435290,9,bank_transfer,1530,2016-11-23
14436886,11,coupon,1650,2020-10-27
14440109,11,bank_transfer,385,2021-11-24
14443689,12,bank_transfer,252,2017-04-10
14459706,9,credit_card,270,2018-10-07
14464850,5,bank_transfer,545,2017-07-10
14466069,10,credit_card,450,2021-06-24
14467506,7,gift_card,210,2020-09-04
14469380,7,gift_card,371,2020-06-10
14470451,9,bank_transfer,171,2021-11-24
14470682,5,coupon,220,2020-11-05
14481572,11,coupon,660,2021-07-08
14498910,9,gift_card,135,2021-12-04
14501471,23,coupon,3220,2018-03-19
14507840,12,bank_transfer,240,2019-12-23
14507992,16,gift_card,848,2020-11-16
14512780,11,coupon,407,2018-04-27
14513010,10,gift_card,350,2018-06-18
14519469,12,coupon,1092,2021-05-25
14529272,18,gift_card,5400,2021-11-19
14531087,14,bank_transfer,980,2021-09-11
14532399,10,gift_card,450,2017-05-13
14543378,10,gift_card,990,2017-04-20
14548401,8,bank_transfer,480,2020-12-04
14548616,6,gift_card,210,2020-02-15
14778670,69,gift_card,2346,2021-11-12
14784212,9,bank_transfer,522,2017-06-16
14786461,11,bank_transfer,1980,2021-12-09
14793762,7,gift_card,350,2021-06-20
14793841,68,bank_transfer,2040,2017-06-29
14798424,7,coupon,287,2018-12-15
14802686,11,coupon,550,2018-08-02
14804266,8,bank_transfer,544,2018-09-09
14812057,14,coupon,1148,2017-08-14
14818178,185,coupon,9250,2019-11-07
14821247,17,coupon,425,2021-01-24
14829530,7,gift_card,210,2021-08-25
14830468,7,bank_transfer,210,2019-01-21
14830887,11,credit_card,330,2020-10-27
14831190,13,bank_transfer,390,2017-04-27
14831972,33,bank_transfer,1188,2021-03-20
14834882,13,gift_card,637,2020-09-24
14836453,37,credit_card,2146,2020-07-10
14839238,8,bank_transfer,520,2020-01-03
14839691,9,gift_card,207,2020-10-14
14847866,9,credit_card,270,2020-05-13
14849548,10,bank_transfer,260,2019-09-02
14850088,8,gift_card,240,2017-12-12
14853819,7,bank_transfer,518,2017-11-14
14857798,4,credit_card,432,2019-05-28
14864073,10,bank_transfer,510,2021-10-02
14865350,8,bank_transfer,1432,2021-01-05
14868731,8,credit_card,288,2017-02-25
14871410,100,gift_card,8000,2018-08-15
14872009,83,credit_card,4565,2020-12-23
14878503,9,credit_card,297,2018-11-05
14890023,9,credit_card,450,2019-11-26
14897271,13,bank_transfer,1222,2019-05-11
14906316,63,credit_card,6237,2021-04-20
14907131,8,credit_card,360,2018-10-06
14908272,14,bank_transfer,1106,2020-03-30
14914583,12,gift_card,456,2021-04-07
14920694,12,credit_card,720,2020-05-05
14921066,5,bank_transfer,150,2018-08-11
14927090,97,gift_card,5723,2018-12-20
14929047,12,gift_card,348,2019-01-16
14929299,27,coupon,1053,2021-08-17
14930230,9,coupon,1512,2021-08-11
14933760,8,coupon,120,2020-05-24
14938479,33,gift_card,2277,2019-05-13
14938744,63,bank_transfer,3087,2021-11-17
14942829,5,coupon,240,2018-09-17
14955902,8,coupon,400,2021-11-01
14956202,9,bank_transfer,2259,2021-05-20
14960438,15,bank_transfer,825,2021-06-02
14960879,21,coupon,378,2021-11-27
14961882,102,gift_card,7650,2021-04-17
14971501,7,bank_transfer,315,2016-11-04
14074076,12,credit_card,588,2020-11-02
14080384,6,bank_transfer,168,2020-08-31
14082236,10,bank_transfer,1000,2019-12-19
14082396,10,coupon,2400,2017-01-17
14084194,8,credit_card,400,2017-01-10
14084436,9,bank_transfer,585,2019-08-19
14085526,32,bank_transfer,3040,2018-12-06
14088349,15,coupon,750,2021-11-22
14088570,10,bank_transfer,720,2021-12-05
14089858,10,gift_card,890,2016-08-25
14096485,35,coupon,1750,2020-02-14
14098956,12,coupon,948,2020-06-16
14101211,9,bank_transfer,270,2021-11-21
14101277,15,bank_transfer,375,2021-12-07
14103201,13,bank_transfer,1300,2021-02-13
14104670,8,bank_transfer,280,2019-04-20
14105788,11,credit_card,220,2018-10-29
14106866,7,coupon,175,2018-11-20
14116778,12,coupon,168,2018-07-18
14117363,16,credit_card,320,2021-11-12
14118331,10,coupon,200,2017-08-31
14118554,100,bank_transfer,6900,2018-07-29
14119192,11,gift_card,220,2017-09-25
14119680,5,credit_card,245,2020-10-24
14120703,4,gift_card,336,2021-11-19
14135015,14,credit_card,980,2021-11-27
14141349,8,coupon,400,2021-11-13
14146501,15,bank_transfer,345,2018-02-21
14146962,10,bank_transfer,370,2019-01-08
14149980,10,bank_transfer,600,2021-12-13
14152252,6,bank_transfer,312,2021-11-03
14157389,12,bank_transfer,732,2021-04-12
14158399,9,gift_card,432,2020-08-15
14159874,37,coupon,1406,2017-12-12
14162936,15,gift_card,525,2021-12-26
14163014,9,gift_card,756,2019-05-03
14165485,11,bank_transfer,1056,2018-02-20
14167097,9,gift_card,450,2020-05-19
14171889,14,bank_transfer,700,2021-06-01
14171995,14,coupon,700,2018-10-31
14173141,11,credit_card,198,2021-11-18
14173499,10,bank_transfer,1100,2021-12-18
14173644,40,bank_transfer,2200,2017-08-07
14178499,21,coupon,735,2021-12-29
14180567,10,credit_card,240,2017-03-14
14189358,7,coupon,350,2017-11-12
14191082,10,gift_card,1800,2017-08-05
14191271,7,gift_card,77,2019-02-22
14195566,15,coupon,1065,2017-04-10
14195837,10,bank_transfer,370,2021-02-17
14195933,5,bank_transfer,150,2021-12-01
14199196,9,credit_card,450,2019-06-16
4642938,260,coupon,10660,2021-11-08
4646609,183,gift_card,9150,2016-01-12
4647473,6,credit_card,258,2017-06-05
4649266,11,credit_card,440,2021-11-02
4650964,11,bank_transfer,649,2021-12-20
4658626,101,bank_transfer,5757,2019-04-22
4662175,101,bank_transfer,5252,2020-08-06
4666545,5,gift_card,200,2016-04-18
4667616,12,credit_card,360,2021-08-28
4668330,36,credit_card,828,2020-12-10
4673695,11,credit_card,275,2021-12-04
4674406,7,coupon,560,2017-10-23
4679705,11,gift_card,528,2018-05-15
4679825,5,coupon,275,2020-01-03
4680046,7,coupon,385,2021-04-29
4682639,14,bank_transfer,1330,2019-11-05
4683480,5,bank_transfer,325,2020-06-08
4687797,8,credit_card,960,2020-06-17
4696529,10,credit_card,530,2021-12-02
4702615,14,credit_card,1120,2020-04-04
4704005,19,coupon,380,2021-10-22
4705445,11,credit_card,143,2021-11-06
4706650,11,gift_card,330,2017-10-25
4707415,8,bank_transfer,288,2015-07-04
4712876,10,gift_card,250,2017-09-22
4718249,5,credit_card,195,2021-12-13
4718253,11,gift_card,165,2021-11-17
4720963,4,bank_transfer,220,2019-02-17
4724772,9,bank_transfer,405,2021-06-28
4725318,14,gift_card,1680,2020-07-27
4726241,6,coupon,936,2018-08-01
4732406,5,coupon,225,2020-07-18
4733027,11,credit_card,286,2021-03-23
4734366,7,coupon,280,2015-07-01
4737384,8,coupon,160,2017-12-23
4739680,16,gift_card,960,2019-04-24
4744063,9,coupon,405,2017-06-01
4744724,11,bank_transfer,330,2021-05-14
4745015,5,coupon,145,2019-02-02
4745240,8,credit_card,288,2016-10-29
4748491,9,coupon,639,2018-02-02
4749501,10,coupon,1000,2018-04-13
4749982,99,bank_transfer,3465,2021-10-07
4755394,15,bank_transfer,3000,2019-07-26
4755905,18,bank_transfer,540,2018-08-30
4758311,11,bank_transfer,330,2016-10-13
4763242,7,bank_transfer,686,2019-06-28
4763536,11,credit_card,418,2021-01-25
4770381,12,credit_card,432,2015-02-08
4771567,10,coupon,350,2021-08-09
